Similarity Measures,noun_path,noun_lch,noun_wup,noun_res,noun_jcn,noun_lin,noun_lesk,noun_vector,verb_path,verb_lch,verb_wup,verb_res,verb_jcn,verb_lin,verb_lesk,verb_vector,word2vec,Average
Antecedent,0.22636684303350968,0.5638553086626701,0.6867085891595696,0.2086451998720632,0.16613976084852275,0.47876016953152395,0.4827143949932333,0.3140336558564674,0.34722222222222215,0.5907221001643045,0.6314814814814814,0.20432441018149924,0.6049953440519443,0.7737817758864067,0.4127502634050253,0.3507948425661638,0.513369692382915,0.44450976789997193
a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3620536648499781,0.021297274402939888
